,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,oppAbrv,GAME_ID,GAME_DATE,overUnder,hitRateLast5,hitRateLast10,hitRateLast20,hitRateSeason,hitRateVsOpp,hitRateSum,totalHitRateOverFifty,hitRateEdgeFactor,traded,OpponentPerformanceComparisonMAFlag,playerImpactComparisonMAFlag,OppDefensiveRanking,OppDefensiveRating,againstTopQuortileDefense,againstTopHalfDefense,Market Name,Site Less,Site More,Position
106,1630208,Nick Richards,CHA,DET,22300933,2024-03-11,1,0.200000,0.300000,0.600000,0.550000,0.330000,1.980000,2,0,0,1,0,29.0,119.32698412698413,0,0,Assists,-129,-130,C
107,1630208,Nick Richards,CHA,DET,22300933,2024-03-11,0,0.400000,0.300000,0.350000,0.240000,0.330000,1.620000,0,0,0,0,0,29.0,119.32698412698413,0,0,Points,-125,-134,C
108,1630208,Nick Richards,CHA,MEM,22300950,2024-03-13,0,0.800000,0.700000,0.550000,0.400000,0.330000,2.780000,3,0,0,0,0,16.0,113.35757575757576,0,0,PTS+REB+AST,-127,-132,C
109,1630208,Nick Richards,CHA,MEM,22300950,2024-03-13,0,0.600000,0.600000,0.450000,0.350000,0.000000,2.000000,2,0,0,0,0,16.0,113.35757575757576,0,0,Rebounds,-139,-121,C
110,1630208,Nick Richards,CHA,MEM,22300950,2024-03-13,0,0.400000,0.400000,0.450000,0.340000,0.330000,1.920000,0,0,0,0,0,16.0,113.35757575757576,0,0,Points,-143,-118,C
111,1630208,Nick Richards,CHA,MEM,22300950,2024-03-13,1,0.400000,0.400000,0.600000,0.560000,0.670000,2.630000,3,0,0,1,0,16.0,113.35757575757576,0,0,Assists,-117,-143,C
112,1630208,Nick Richards,CHA,MEM,22300950,2024-03-13,0,0.400000,0.600000,0.350000,0.260000,0.000000,1.610000,1,0,0,1,0,16.0,113.35757575757576,0,0,Steals,-143,-118,C
113,1630208,Nick Richards,CHA,PHI,22300969,2024-03-16,1,0.200000,0.300000,0.450000,0.340000,0.400000,1.690000,0,0,0,0,0,6.0,110.47878787878788,1,1,Points,-137,-122,C
114,1630208,Nick Richards,CHA,PHI,22300969,2024-03-16,1,0.600000,0.500000,0.550000,0.400000,0.400000,2.450000,2,0,0,0,0,6.0,110.47878787878788,1,1,PTS+REB+AST,-121,-139,C
115,1630208,Nick Richards,CHA,PHI,22300969,2024-03-16,1,0.800000,0.500000,0.500000,0.370000,0.200000,2.370000,1,0,0,1,0,6.0,110.47878787878788,1,1,Rebounds,-130,-129,C
116,1630208,Nick Richards,CHA,PHI,22300969,2024-03-16,0,0.400000,0.300000,0.550000,0.570000,0.400000,2.220000,2,0,0,0,0,6.0,110.47878787878788,1,1,Assists,-137,-122,C
117,1630208,Nick Richards,CHA,ORL,22300991,2024-03-19,0,0.600000,0.500000,0.600000,0.480000,0.250000,2.430000,2,0,0,1,1,3.0,109.64411764705882,1,1,PTS+REB+AST,-143,-118,C
