,Line,Site Less,Site More,Prediction,Lean,DFS Pickem Sites Factor,Sportsbooks Factor,RotoWire Projection Factor,Hit Rate Factor,RotoWire Projection,Weighted Hit Rate,At Home,Average Line Variance,Implied Less ,Implied More ,Hit Rate Last 10,Hit Rate Last 10 Outcomes,Hit Rate Last 20 Outcomes,Hit Rate Last 30 Outcomes,Hit Rate Last 5 Outcomes,Hit Rate Previous Season,Hit Rate Season,Hit Rate Vs Opponent,RotoWire Projection Difference,RotoWire Projection Difference ,PrizePicks,PrizePicks Line,Underdog,Underdog Line,DraftKings Pick6,DraftKings Pick6 Line,BetMGM Line,BetMGM Less,BetMGM More,BetMGM Less ,BetMGM More ,BetRivers Line,BetRivers Less,BetRivers More,BetRivers Less ,BetRivers More ,DraftKings Line,DraftKings Less,DraftKings More,DraftKings Less ,DraftKings More ,FanDuel Line,FanDuel Less,FanDuel More,FanDuel Less ,FanDuel More ,PointsBet Line,PointsBet Less,PointsBet More,PointsBet Less ,PointsBet More 
719,19.5,-121,-139,28.3,1,0,1.5,100.0,85.0,22.61,84,0,0,48,52,90,1111011111,1.11e+19,1.11e+29,11110,74,60,0,3.11,15.92,19.5,19.5,19.5,19.5,-1,-1,19.5,-110,-120,49,51,-1,-1,-1,-1,-1,19.5,-110,-120,49,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
720,43.5,-134,-125,-25.1,0,-16.7,-8.9,-100.0,-7.5,39.73,47,1,0.3,51,49,60,110011110,1.1e+18,1.1000000000000002e+28,1100,43,36,50,-3.77,-8.67,42.5,42.5,43.5,43.5,-1,-1,43.5,-120,-110,51,49,-1,-1,-1,-1,-1,43.5,-120,-110,51,49,42.5,-111,-115,50,50,43.5,-115,-115,50,50
721,14.5,-120,-141,24.4,1,0,16.7,74.0,50.0,16.72,70,0,0.3,48,52,70,1111011001,1.11e+19,1.11e+29,11110,75,58,78,2.22,15.31,-1,-1,14.5,14.5,-1,-1,14.5,-105,-125,48,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.5,-125,-105,52,48
724,31.5,-130,-129,-23.1,0,0,-8.2,-100.0,-35.0,25.57,36,1,0.2,50,50,30,101100000,1.01e+18,1.01e+28,1011,6,32,13,-5.93,-18.81,31.5,31.5,31.5,31.5,-1,-1,31.5,-115,-115,50,50,-1,-1,-1,-1,-1,31.5,-115,-115,50,50,30.5,-111,-115,50,50,31.5,-115,-115,50,50
725,13.5,-114,-148,23.1,1,0,17,89.1,25.0,16.17,60,1,0.3,47,53,60,1000110111,1e+19,1.0000000000000001e+29,10001,79,61,100,2.67,19.81,-1,-1,13.5,13.5,-1,-1,13.5,100,-135,47,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.5,-130,100,53,47
726,32.5,-139,-122,-21.7,0,0,5.4,-100.0,-57.5,29.49,27,1,0.1,51,49,30,11100,111000000000000.0,1.11e+24,0,65,45,33,-3.01,-9.25,32.5,32.5,32.5,32.5,-1,-1,32.5,-120,-110,51,49,33.5,108,108,50,50,32.5,-120,-110,51,49,32.5,-118,-108,51,49,32.5,-120,-110,51,49
727,32.5,-137,-122,-20.7,0,0,-1.4,-84.8,-50.0,29.96,30,1,0,51,49,30,100000110,1e+18,1e+28,1000,69,40,47,-2.54,-7.83,32.5,32.5,32.5,32.5,-1,-1,32.5,-120,-110,51,49,32.5,-106,100,51,49,32.5,-120,-110,51,49,32.5,-122,-104,52,48,32.5,-115,-115,50,50
728,29.5,-121,-139,20.5,1,0,28.5,100.0,-30.0,33.27,38,1,0.6,48,52,40,1001001100,1e+19,1.0000000000000001e+29,10010,51,35,50,3.77,12.78,29.5,29.5,29.5,29.5,-1,-1,29.5,-110,-125,49,51,31.5,110,104,49,51,29.5,105,-135,46,54,30.5,-113,-113,50,50,30.5,-115,-115,50,50
729,23.5,-134,-127,19.7,1,0,9.6,99.1,10.0,26.47,54,0,0.2,51,49,60,111111000,1.11e+18,1.11e+28,1111,48,54,43,2.97,12.65,23.5,23.5,23.5,23.5,-1,-1,23.5,-120,-110,51,49,-1,-1,-1,-1,-1,23.5,-115,-115,50,50,-1,-1,-1,-1,-1,24.5,-125,-105,52,48
730,16.5,-115,-148,19.4,1,16.7,14.2,100.0,-42.5,19.79,33,1,0.4,47,53,30,1000001001,1e+19,1.0000000000000001e+29,10000,65,49,60,3.29,19.96,17.5,17.5,16.5,16.5,-1,-1,16.5,100,-130,47,53,-1,-1,-1,-1,-1,16.5,100,-130,47,53,-1,-1,-1,-1,-1,17.5,-115,-115,50,50
731,6.5,-125,-136,19.3,1,0,1.5,100.0,25.0,9.86,60,0,0,49,51,50,111001010,1.11e+18,1.11e+28,1110,62,70,64,3.36,51.73,-1,-1,6.5,6.5,-1,-1,6.5,-110,-120,49,51,-1,-1,-1,-1,-1,6.5,-110,-120,49,51,-1,-1,-1,-1,-1,6.5,-110,-120,49,51
732,18.5,-132,-129,18.9,1,0,-0.8,100.0,27.5,23.62,61,0,0,50,50,60,11011101,1.1e+17,1.1000000000000001e+27,110,73,73,73,5.12,27.7,18.5,18.5,18.5,18.5,-1,-1,18.5,-120,-115,50,50,-1,-1,-1,-1,-1,18.5,-120,-110,51,49,-1,-1,-1,-1,-1,18.5,-115,-115,50,50
734,42.5,-134,-127,-18.6,0,-16.7,-0.5,-28.9,-55.0,41.63,28,1,0.2,51,49,20,100001000,1e+18,1e+28,1000,41,48,36,-0.87,-2.04,41.5,41.5,42.5,42.5,-1,-1,42.5,-120,-110,51,49,-1,-1,-1,-1,-1,42.5,-115,-115,50,50,42.5,-120,-106,51,49,42.5,-110,-120,49,51
735,17.5,-134,-127,-18.1,0,0,-1.4,-62.2,-55.0,15.63,28,1,0,51,49,40,111001,1110000000000000.0,1.1099999999999998e+25,1,56,36,77,-1.87,-10.66,17.5,17.5,17.5,17.5,-1,-1,17.5,-120,-110,51,49,17.5,102,-104,49,51,17.5,-120,-110,51,49,17.5,-125,-102,52,48,17.5,-120,-110,51,49
736,38.5,-132,-129,-18.0,0,0,-8,-21.7,-80.0,37.85,18,1,0.2,50,50,20,100010,1000000000000000.0,9.999999999999999e+24,1,17,23,14,-0.65,-1.69,38.5,38.5,38.5,38.5,-1,-1,38.5,-120,-115,50,50,-1,-1,-1,-1,-1,38.5,-115,-115,50,50,37.5,-106,-120,49,51,38.5,-115,-115,50,50
737,25.5,-134,-125,-17.2,0,0,-1.3,-81.6,-30.0,23.05,38,0,0,51,49,30,100100010,1e+18,1e+28,1001,70,58,60,-2.45,-9.6,-1,-1,25.5,25.5,-1,-1,25.5,-125,-105,52,48,-1,-1,-1,-1,-1,25.5,-115,-115,50,50,25.5,-115,-111,50,50,25.5,-120,-110,51,49
738,25.5,-139,-121,-17.2,0,0,-0.7,-72.7,-40.0,23.32,34,1,0,52,48,30,100001001,1e+18,1e+28,1000,45,58,43,-2.18,-8.55,25.5,25.5,25.5,25.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.5,-115,-115,50,50,25.5,-120,-106,51,49,25.5,-115,-115,50,50
739,7.5,-122,-137,16.2,1,0,1.4,100.0,5.0,10.66,52,0,0,49,51,50,11110100,1.11e+17,1.11e+27,111,-1,41,0,3.16,42.14,7.5,7.5,7.5,7.5,-1,-1,7.5,-110,-120,49,51,7.5,-113,-118,49,51,7.5,-110,-120,49,51,7.5,-113,-113,50,50,7.5,-105,-125,48,52
740,25.5,-141,-120,16.1,1,0,5.4,100.0,-5.0,28.73,48,0,0.1,52,48,50,100100111,1e+18,1e+28,1001,-1,55,0,3.23,12.67,25.5,25.5,25.5,25.5,-1,-1,25.5,-125,-105,52,48,26.5,-110,107,52,48,25.5,-125,-105,52,48,25.5,-104,-122,48,52,25.5,-115,-115,50,50
741,14.5,-136,-124,15.8,1,0,-1.5,91.7,17.5,17.25,57,0,0,51,49,60,1100111010,1.1e+19,1.1e+29,11001,-1,24,0,2.75,18.97,-1,-1,14.5,14.5,-1,-1,14.5,-120,-110,51,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.5,-120,-110,51,49
742,3.5,-120,-141,15.4,1,0,4.3,39.8,52.5,4.3,71,1,0,48,52,70,1011111010,1.01e+19,1.01e+29,10111,64,66,59,0.8,22.74,3.5,3.5,3.5,3.5,-1,-1,3.5,-105,-125,48,52,3.5,-115,-115,50,50,3.5,-105,-125,48,52,3.5,-108,-118,49,51,3.5,105,-140,46,54
743,20.5,-130,-129,15.0,1,0,17.3,75.0,-15.0,22.75,44,1,0.3,50,50,50,1001011100,1e+19,1.0000000000000001e+29,10010,55,38,50,2.25,10.97,20.5,20.5,20.5,20.5,-1,-1,-1,-1,-1,-1,-1,21.5,104,-109,48,52,20.5,-110,-120,49,51,21.5,-122,-104,52,48,20.5,-110,-120,49,51
744,19.5,-124,-137,-15.0,0,0,1,-100.0,-2.5,13.48,49,1,0,49,51,50,1110100001,1.11e+19,1.11e+29,11101,-1,15,0,-6.02,-30.87,19.5,19.5,19.5,19.5,-1,-1,19.5,-110,-120,49,51,-1,-1,-1,-1,-1,19.5,-105,-125,48,52,19.5,-115,-111,50,50,19.5,-115,-115,50,50
745,26.5,-125,-134,-15.0,0,0,-7,-78.6,-5.0,24.14,48,1,0.2,49,51,60,110011110,1.1e+18,1.1000000000000002e+28,1100,53,36,50,-2.36,-8.89,26.5,26.5,26.5,26.5,-1,-1,26.5,-110,-120,49,51,-1,-1,-1,-1,-1,26.5,-110,-120,49,51,25.5,-106,-120,49,51,26.5,-115,-115,50,50
746,5.5,-120,-141,14.9,1,0,2.5,78.7,15.0,7.07,56,0,0,48,52,70,101111101,1.01e+18,1.01e+28,1011,-1,40,0,1.57,28.6,5.5,5.5,5.5,5.5,-1,-1,5.5,-105,-125,48,52,5.5,-113,-118,49,51,5.5,-105,-125,48,52,5.5,-113,-113,50,50,5.5,-110,-120,49,51
747,24.5,-130,-130,-14.6,0,0,0,-32.2,-65.0,23.53,24,1,0,50,50,20,1100000000,1.1e+19,1.1e+29,11000,3,9,0,-0.97,-3.94,24.5,24.5,24.5,24.5,-1,-1,24.5,-115,-115,50,50,-1,-1,-1,-1,-1,24.5,-115,-115,50,50,-1,-1,-1,-1,-1,24.5,-115,-115,50,50
748,20.5,-127,-132,-14.4,0,0,1.8,-100.0,0.0,16.23,50,0,0,50,50,50,1111010000,1.11e+19,1.11e+29,11110,-1,13,0,-4.27,-20.82,20.5,20.5,20.5,20.5,-1,-1,20.5,-120,-115,50,50,20.5,108,-109,48,52,20.5,-110,-120,49,51,20.5,-106,-120,49,51,20.5,-105,-125,48,52
749,11.5,-124,-137,14.3,1,0,20.5,72.7,-25.0,13.68,40,1,0.4,49,51,30,1100000001,1.1e+19,1.1e+29,11000,57,54,60,2.18,18.97,11.5,11.5,11.5,11.5,-1,-1,11.5,-110,-120,49,51,12.5,112,-110,47,53,11.5,-110,-120,49,51,12.5,-118,-108,51,49,12.5,-125,-105,52,48
750,25.5,-121,-139,14.3,1,0,3,65.6,22.5,27.47,59,1,0,48,52,60,1100110011,1.1e+19,1.1e+29,11001,58,48,29,1.97,7.72,25.5,25.5,25.5,25.5,-1,-1,25.5,-105,-125,48,52,-1,-1,-1,-1,-1,25.5,-105,-125,48,52,-1,-1,-1,-1,-1,25.5,-105,-125,48,52
751,21.5,-143,-117,-14.2,0,0,-3.3,-89.4,2.5,18.82,51,0,0,52,48,50,111100100,1.11e+18,1.11e+28,1111,-1,45,13,-2.68,-12.48,21.5,21.5,21.5,21.5,-1,-1,21.5,-130,-105,52,48,-1,-1,-1,-1,-1,21.5,-125,-105,52,48,21.5,-125,-102,52,48,21.5,-125,-105,52,48
752,22.5,-130,-130,-14.1,0,0,-0.5,-52.8,-40.0,20.91,34,1,0,50,50,40,110011,1100000000000000.0,1.0999999999999998e+25,1,19,27,21,-1.59,-7.05,22.5,22.5,22.5,22.5,-1,-1,22.5,-115,-115,50,50,-1,-1,-1,-1,-1,22.5,-115,-115,50,50,22.5,-120,-108,51,49,22.5,-115,-115,50,50
753,24.5,-130,-130,14.0,1,0,0.4,77.7,15.0,26.83,56,0,0,50,50,60,10111110,1.01e+17,1.0100000000000001e+27,101,20,32,18,2.33,9.52,24.5,24.5,24.5,24.5,-1,-1,24.5,-115,-115,50,50,-1,-1,-1,-1,-1,24.5,-115,-115,50,50,24.5,-113,-113,50,50,24.5,-110,-120,49,51
754,28.5,-143,-118,-14.0,0,-16.7,-14.4,-23.4,2.5,27.8,51,0,0.4,52,48,50,1101000110,1.1e+19,1.1e+29,11010,65,45,33,-0.7,-2.46,27.5,27.5,28.5,28.5,-1,-1,28.5,-130,-105,52,48,28.5,108,110,50,50,28.5,-125,-105,52,48,27.5,-113,-113,50,50,27.5,-110,-120,49,51
755,20.5,-132,-129,-13.5,0,0,-0.2,-34.1,-55.0,19.48,28,1,0,50,50,20,10000010,1e+17,1.0000000000000002e+27,100,23,27,0,-1.02,-5.0,20.5,20.5,20.5,20.5,-1,-1,20.5,-120,-115,50,50,-1,-1,-1,-1,-1,20.5,-115,-115,50,50,-1,-1,-1,-1,-1,20.5,-115,-115,50,50
756,11.5,-141,-120,-13.4,0,0,-1.9,-52.8,-32.5,9.92,37,0,0,52,48,40,1010001001,1.01e+19,1.01e+29,10100,26,23,33,-1.58,-13.76,11.5,11.5,11.5,11.5,-1,-1,11.5,-125,-105,52,48,11.5,106,100,49,51,11.5,-125,-105,52,48,11.5,-128,100,53,47,11.5,-115,-115,50,50
757,16.5,-145,-117,-13.2,0,-16.7,-18.1,35.7,-42.5,17.57,33,1,0.5,52,48,30,100001010,1e+18,1e+28,1000,9,20,14,1.07,6.49,15.5,15.5,16.5,16.5,-1,-1,16.5,-130,-105,52,48,-1,-1,-1,-1,-1,16.5,-130,100,53,47,15.5,-115,-111,50,50,15.5,-105,-125,48,52
758,13.5,-145,-115,13.1,1,0,-4.5,50.6,47.5,15.02,69,0,0,53,47,80,111011111,1.11e+18,1.11e+28,1110,65,50,0,1.52,11.24,13.5,13.5,13.5,13.5,-1,-1,13.5,-130,100,53,47,-1,-1,-1,-1,-1,13.5,-130,100,53,47,13.5,-128,100,53,47,-1,-1,-1,-1,-1
759,29.5,-124,-136,-13.1,0,0,0.1,-100.0,12.5,21.9,55,1,0,49,51,60,1110110001,1.11e+19,1.11e+29,11101,-1,15,0,-7.6,-25.75,29.5,29.5,29.5,29.5,-1,-1,29.5,-110,-120,49,51,-1,-1,-1,-1,-1,29.5,-105,-125,48,52,29.5,-122,-104,52,48,29.5,-120,-110,51,49
760,22.5,-127,-132,13.1,1,0,6.7,24.1,47.5,23.22,69,0,0.1,50,50,80,111111101,1.11e+18,1.11e+28,1111,28,52,33,0.72,3.21,22.5,22.5,22.5,22.5,-1,-1,22.5,-110,-120,49,51,23.5,-110,107,52,48,22.5,-110,-120,49,51,22.5,-113,-113,50,50,22.5,-115,-115,50,50
761,7.5,-120,-141,13.0,1,0,1.2,69.1,15.0,9.57,56,0,0,48,52,60,1100111010,1.1e+19,1.1e+29,11001,-1,30,0,2.07,27.62,7.5,7.5,7.5,7.5,-1,-1,7.5,-105,-125,48,52,7.5,-115,-115,50,50,7.5,-105,-125,48,52,7.5,-113,-113,50,50,7.5,-115,-115,50,50
762,14.5,-132,-129,-12.9,0,0,0,-20.8,-65.0,13.87,24,1,0,50,50,20,1100000000,1.1e+19,1.1e+29,11000,1,16,0,-0.63,-4.31,14.5,14.5,14.5,14.5,-1,-1,14.5,-115,-115,50,50,-1,-1,-1,-1,-1,14.5,-115,-115,50,50,-1,-1,-1,-1,-1,14.5,-115,-115,50,50
764,38.5,-136,-124,-12.7,0,0,-17,-29.7,-15.0,37.61,44,1,0.3,51,49,50,101110010,1.01e+18,1.01e+28,1011,39,22,50,-0.89,-2.32,38.5,38.5,38.5,38.5,-1,-1,38.5,-120,-110,51,49,-1,-1,-1,-1,-1,38.5,-120,-110,51,49,37.5,-113,-113,50,50,37.5,-110,-120,49,51
765,11.5,-141,-120,-12.7,0,0,-3,-72.6,-5.0,9.32,48,1,0,52,48,40,1101000100,1.1e+19,1.1e+29,11010,39,51,17,-2.18,-18.93,-1,-1,11.5,11.5,-1,-1,11.5,-125,-105,52,48,11.5,125,102,47,53,11.5,-125,-105,52,48,11.5,-142,112,55,45,11.5,-130,100,53,47
766,5.5,-129,-132,12.7,1,0,0.6,68.1,15.0,6.86,56,0,0,50,50,60,1100011110,1.1e+19,1.1e+29,11000,39,52,31,1.36,24.76,5.5,5.5,5.5,5.5,-1,-1,5.5,-115,-115,50,50,5.5,-114,-117,50,50,5.5,-110,-120,49,51,5.5,-113,-113,50,50,5.5,-115,-115,50,50
767,2.5,-139,-121,-12.7,0,0,-5.1,-30.0,-42.5,1.9,33,0,0,52,48,30,10011000,1e+17,1.0000000000000002e+27,100,-1,43,0,-0.6,-23.98,2.5,2.5,2.5,2.5,-1,-1,2.5,-125,-105,52,48,2.5,-124,-108,52,48,2.5,-125,-105,52,48,2.5,-132,104,54,46,2.5,-125,-105,52,48
768,20.5,-130,-130,-12.2,0,0,6.2,-53.3,-42.5,18.9,33,1,0.1,50,50,40,11110,111000000000000.0,1.11e+24,0,70,50,27,-1.6,-7.81,20.5,20.5,20.5,20.5,-1,-1,20.5,-115,-115,50,50,21.5,-108,105,52,48,20.5,-115,-115,50,50,20.5,-113,-113,50,50,20.5,-115,-115,50,50
769,11.5,-129,-132,12.2,1,0,9.1,37.5,22.5,12.62,59,0,0.2,50,50,60,111111000,1.11e+18,1.11e+28,1111,55,50,57,1.12,9.78,-1,-1,11.5,11.5,-1,-1,-1,-1,-1,-1,-1,12.5,-103,120,53,47,11.5,-110,-120,49,51,11.5,100,-128,47,53,11.5,-110,-120,49,51
770,14.5,-122,-137,12.2,1,0,0.8,51.9,27.5,16.06,61,0,0,49,51,70,111111001,1.11e+18,1.11e+28,1111,43,53,50,1.56,10.73,-1,-1,14.5,14.5,-1,-1,14.5,-110,-120,49,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.5,-115,-115,50,50
771,34.5,-137,-122,-12.2,0,0,-1.1,-78.4,0.0,32.15,50,0,0,51,49,40,101100010,1.01e+18,1.01e+28,1011,86,63,70,-2.35,-6.82,-1,-1,34.5,34.5,-1,-1,34.5,-120,-110,51,49,-1,-1,-1,-1,-1,34.5,-120,-110,51,49,34.5,-113,-113,50,50,34.5,-120,-110,51,49
774,14.5,-143,-118,11.8,1,0,5.3,51.5,15.0,16.05,56,0,0.1,52,48,60,100110111,1e+18,1e+28,1001,-1,67,50,1.55,10.66,14.5,14.5,14.5,14.5,-1,-1,14.5,-125,-105,52,48,15.5,-107,108,52,48,14.5,-125,-105,52,48,14.5,-106,-120,49,51,14.5,-115,-115,50,50
775,20.5,-127,-134,-11.6,0,0,1.5,-48.7,-32.5,19.04,37,1,0,49,51,40,1010110,1.01e+16,1.01e+26,10,67,49,40,-1.46,-7.12,20.5,20.5,20.5,20.5,-1,-1,20.5,-110,-120,49,51,20.5,108,-113,48,52,20.5,-110,-120,49,51,20.5,-115,-111,50,50,20.5,-110,-120,49,51
776,12.5,-148,-115,-11.6,0,0,-10,21.0,-75.0,13.13,20,1,0.2,53,47,20,1010,10100000000000.0,1.01e+23,0,37,23,29,0.63,5.04,12.5,12.5,12.5,12.5,-1,-1,12.5,-130,100,53,47,-1,-1,-1,-1,-1,12.5,-130,100,53,47,11.5,104,-132,46,54,12.5,-125,-105,52,48
777,9.5,-129,-130,11.5,1,0,1,69.7,5.0,11.59,52,0,0,50,50,50,111101000,1.11e+18,1.11e+28,1111,44,55,14,2.09,21.99,9.5,9.5,9.5,9.5,-1,-1,9.5,-115,-115,50,50,9.5,-105,-127,48,52,9.5,-115,-115,50,50,9.5,-113,-113,50,50,9.5,-110,-120,49,51
778,1.5,-113,-150,11.4,1,0,7.3,14.1,45.0,1.78,68,0,0,47,53,80,101111111,1.01e+18,1.01e+28,1011,66,46,60,0.28,18.79,-1,-1,1.5,1.5,-1,-1,1.5,100,-135,47,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5,100,-130,47,53
779,27.5,-129,-130,11.4,1,0,0.3,35.5,40.0,28.57,66,0,0,50,50,80,101111111,1.01e+18,1.01e+28,1011,23,25,18,1.07,3.88,27.5,27.5,27.5,27.5,-1,-1,27.5,-115,-115,50,50,-1,-1,-1,-1,-1,27.5,-115,-115,50,50,27.5,-108,-115,49,51,27.5,-115,-115,50,50
780,35.5,-129,-130,-11.4,0,0,-0.8,-11.7,-62.5,35.15,25,1,0,50,50,20,1100000,1.1e+16,1.1e+26,11,46,47,67,-0.35,-0.99,35.5,35.5,35.5,35.5,-1,-1,35.5,-115,-115,50,50,35.5,-104,-103,50,50,35.5,-115,-115,50,50,35.5,-120,-106,51,49,35.5,-120,-110,51,49
782,25.5,-139,-121,-11.3,0,0,-2.4,-72.5,2.5,23.32,51,0,0,52,48,60,11111100,1.11e+17,1.11e+27,111,-1,33,50,-2.18,-8.54,25.5,25.5,25.5,25.5,-1,-1,25.5,-125,-105,52,48,25.5,-103,-104,50,50,25.5,-125,-105,52,48,25.5,-122,-104,52,48,25.5,-125,-105,52,48
783,2.5,-150,-113,-11.2,0,0,-6.4,-22.2,-37.5,2.06,35,0,0,53,47,40,10010110,1e+17,1.0000000000000002e+27,100,16,32,0,-0.44,-17.76,-1,-1,2.5,2.5,-1,-1,2.5,-135,100,53,47,-1,-1,-1,-1,-1,2.5,-130,100,53,47,-1,-1,-1,-1,-1,2.5,-125,-105,52,48
785,30.5,-139,-121,-11.0,0,-16.7,-14.1,-24.1,22.5,29.78,59,0,0.4,52,48,50,1110000110,1.11e+19,1.11e+29,11100,8,41,50,-0.72,-2.37,29.5,29.5,30.5,30.5,-1,-1,30.5,-125,-105,52,48,30.5,108,108,50,50,30.5,-125,-105,52,48,29.5,-111,-115,50,50,29.5,-110,-120,49,51
786,20.5,-125,-134,-11.0,0,0,1.3,-61.5,-15.0,18.66,44,0,0,49,51,40,1010001001,1.01e+19,1.01e+29,10100,16,31,0,-1.84,-9.0,20.5,20.5,20.5,20.5,-1,-1,20.5,-110,-120,49,51,20.5,107,-109,48,52,20.5,-110,-120,49,51,20.5,-111,-115,50,50,20.5,-115,-115,50,50
787,14.5,-130,-130,10.8,1,0,0.6,80.9,-10.0,16.93,46,1,0,50,50,40,101100001,1.01e+18,1.01e+28,1011,51,53,0,2.43,16.74,-1,-1,14.5,14.5,-1,-1,14.5,-115,-115,50,50,14.5,107,-103,49,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.5,-115,-115,50,50
788,6.5,-143,-117,-10.7,0,0,-3.3,-60.9,-2.5,4.67,49,0,0,52,48,50,111000110,1.11e+18,1.11e+28,1110,-1,20,100,-1.83,-28.09,6.5,6.5,6.5,6.5,-1,-1,6.5,-130,-105,52,48,6.5,128,118,49,51,6.5,-125,-105,52,48,6.5,-138,108,55,45,6.5,-130,100,53,47
791,3.5,-118,-143,10.3,1,-1,5.7,57.8,-2.5,4.66,49,0,0,48,52,40,101110000,1.01e+18,1.01e+28,1011,84,59,75,1.16,33.01,-1,-1,-1,-1,-1,-1,3.5,-105,-125,48,52,-1,-1,-1,-1,-1,3.5,-105,-125,48,52,3.5,110,-140,45,55,3.5,-110,-120,49,51
792,15.5,-141,-120,10.2,1,0,-3,100.0,-25.0,19.53,40,0,0,52,48,40,1110100,1.11e+16,1.11e+26,11,-1,30,0,4.03,25.97,-1,-1,15.5,15.5,-1,-1,15.5,-125,-105,52,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.5,-125,-105,52,48
794,27.5,-124,-136,-9.8,0,0,6,-71.7,-7.5,25.35,47,1,0.1,49,51,50,1001100110,1e+19,1.0000000000000001e+29,10011,18,39,10,-2.15,-7.82,27.5,27.5,27.5,27.5,-1,-1,27.5,-110,-120,49,51,28.5,105,110,51,49,27.5,-120,-110,51,49,27.5,-120,-106,51,49,27.5,-115,-115,50,50
795,5.5,-150,-113,-9.7,0,0,-6.2,-37.8,-12.5,4.74,45,1,0,53,47,50,10110011,1.01e+17,1.0100000000000001e+27,101,34,40,25,-0.76,-13.76,5.5,5.5,5.5,5.5,-1,-1,5.5,-135,100,53,47,5.5,-136,102,54,46,5.5,-130,100,53,47,5.5,-115,-111,50,50,5.5,-130,100,53,47
797,2.5,-124,-136,-9.6,0,0,2.3,-29.3,-40.0,1.91,34,0,0,49,51,40,1111000,1.11e+16,1.11e+26,11,-1,17,0,-0.59,-23.41,2.5,2.5,-1,-1,-1,-1,2.5,-110,-120,49,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
798,19.5,-145,-117,-9.5,0,0,-1.5,-4.9,-55.0,19.35,28,0,0.3,52,48,20,100001000,1e+18,1e+28,1000,54,55,33,-0.15,-0.76,-1,-1,19.5,19.5,-1,-1,19.5,-130,-105,52,48,20.5,110,110,50,50,19.5,-125,-105,52,48,18.5,-106,-120,49,51,19.5,-125,-105,52,48
801,1.5,-132,-127,-9.5,0,0,-0.8,-6.2,-55.0,1.38,28,1,0,50,50,30,10101000,1.01e+17,1.0100000000000001e+27,101,55,43,85,-0.12,-8.23,1.5,1.5,1.5,1.5,-1,-1,1.5,-120,-115,50,50,1.5,-113,-118,49,51,1.5,-115,-115,50,50,1.5,-122,-104,52,48,1.5,-115,-115,50,50
802,2.5,-145,-117,-9.5,0,-1,-5.7,-9.8,-40.0,2.3,34,0,0,52,48,30,10011,100000000000000.0,1e+24,0,25,33,15,-0.2,-7.88,-1,-1,-1,-1,-1,-1,2.5,-130,-105,52,48,-1,-1,-1,-1,-1,2.5,-130,100,53,47,-1,-1,-1,-1,-1,2.5,-125,-105,52,48
803,30.5,-127,-132,9.4,1,0,19.3,5.5,12.5,30.66,55,1,0.4,50,50,60,1110011100,1.11e+19,1.11e+29,11100,47,46,17,0.16,0.54,30.5,30.5,30.5,30.5,-1,-1,30.5,-110,-120,49,51,31.5,100,-108,49,51,30.5,-115,-115,50,50,31.5,-125,-102,52,48,31.5,-125,-105,52,48
804,8.5,-127,-134,9.4,1,0,2.2,50.1,7.5,10.0,53,1,0,49,51,50,1000100111,1e+19,1.0000000000000001e+29,10001,83,58,100,1.5,17.7,8.5,8.5,8.5,8.5,-1,-1,8.5,-110,-120,49,51,-1,-1,-1,-1,-1,8.5,-110,-120,49,51,8.5,100,-128,47,53,8.5,-110,-120,49,51
806,35.5,-122,-137,9.2,1,0,1.7,37.2,20.0,36.62,58,0,0,49,51,70,111011011,1.11e+18,1.11e+28,1110,36,42,10,1.12,3.15,35.5,35.5,35.5,35.5,-1,-1,35.5,-110,-120,49,51,-1,-1,-1,-1,-1,35.5,-110,-120,49,51,35.5,-106,-120,49,51,35.5,-110,-120,49,51
808,3.5,-145,-115,8.7,1,0,-8.9,41.6,37.5,4.33,65,0,0,53,47,70,1110011101,1.11e+19,1.11e+29,11100,24,52,0,0.83,23.79,3.5,3.5,3.5,3.5,-1,-1,3.5,-130,100,53,47,3.5,-150,112,56,44,3.5,-130,100,53,47,3.5,-138,108,55,45,3.5,-130,100,53,47
809,15.5,-130,-129,-8.7,0,0,-10,-24.5,-10.0,14.76,46,1,0.2,50,50,50,1001010101,1e+19,1.0000000000000001e+29,10010,28,31,17,-0.74,-4.74,-1,-1,15.5,15.5,-1,-1,15.5,-115,-115,50,50,-1,-1,-1,-1,-1,15.5,-125,-105,52,48,14.5,-120,-106,51,49,15.5,-120,-110,51,49
